               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 146,            0.044454,            0.030067,            0.020692,             0.73326,             0.53307,             0.61196,             0.34237,            0.045442,            0.017907,            0.016751,           0.0025775,           0.0025775,           0.0025775
                 147,            0.044471,            0.030193,            0.020491,             0.73112,             0.53421,             0.61205,             0.34265,            0.045434,            0.017902,             0.01674,           0.0025241,           0.0025241,           0.0025241
                 148,             0.04427,            0.030016,            0.020583,             0.72725,             0.53591,             0.61138,             0.34257,            0.045427,            0.017901,            0.016734,           0.0024714,           0.0024714,           0.0024714
                 149,            0.044352,            0.029937,            0.020672,             0.68289,             0.56287,             0.61243,              0.3429,            0.045418,            0.017898,            0.016725,           0.0024195,           0.0024195,           0.0024195
                 150,            0.044046,            0.029912,             0.02022,             0.68175,             0.56376,             0.61268,               0.343,            0.045409,            0.017896,            0.016717,           0.0023684,           0.0023684,           0.0023684
                 151,            0.044084,            0.029942,            0.020528,             0.68168,             0.56354,              0.6125,             0.34331,              0.0454,            0.017897,            0.016709,            0.002318,            0.002318,            0.002318
                 152,            0.044195,            0.029955,            0.019815,             0.68024,             0.56512,             0.61307,             0.34339,             0.04539,            0.017895,            0.016699,           0.0022684,           0.0022684,           0.0022684
                 153,            0.043867,            0.030379,            0.020137,             0.70108,             0.55186,             0.61257,             0.34353,            0.045379,            0.017894,            0.016686,           0.0022196,           0.0022196,           0.0022196
                 154,            0.043976,            0.029974,            0.019984,             0.69906,             0.55436,             0.61301,              0.3438,             0.04537,            0.017893,            0.016675,           0.0021717,           0.0021717,           0.0021717
                 155,            0.043878,            0.029893,            0.019799,             0.68501,             0.56311,             0.61312,             0.34402,            0.045362,            0.017889,            0.016664,           0.0021245,           0.0021245,           0.0021245
                 156,            0.043774,            0.029849,            0.019906,             0.68155,             0.56526,             0.61368,             0.34431,            0.045353,            0.017888,            0.016654,           0.0020782,           0.0020782,           0.0020782
                 157,            0.044035,            0.029831,            0.020148,             0.68852,             0.56257,             0.61398,             0.34454,            0.045346,            0.017887,            0.016648,           0.0020327,           0.0020327,           0.0020327
                 158,            0.043782,            0.029861,            0.019393,             0.69273,             0.56018,             0.61399,             0.34463,            0.045337,            0.017886,            0.016638,           0.0019881,           0.0019881,           0.0019881
